HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365O25,B365U25
Werder Bremen,Ein Frankfurt,0,0,1.91,3.6,3.75,,
Wolfsburg,Schalke 04,2,2,2.25,3.5,3,,
Bayern Munich,Nurnberg,3,0,1.33,5,8.5,,
Hoffenheim,Freiburg,0,1,1.62,3.75,5.5,,
Ein Frankfurt,Hoffenheim,0,4,2.25,3.4,3.1,,
Freiburg,Dortmund,1,2,5.5,3.75,1.62,,
Hannover,Hamburg,3,2,2.88,3.4,2.38,,
Leverkusen,Bayern Munich,1,1,3,3.4,2.3,,
M'gladbach,Mainz,2,3,2.4,3.4,2.8,,
Nurnberg,Kaiserslautern,1,3,1.95,3.5,3.75,,
Schalke 04,Werder Bremen,4,0,2.2,3.4,3.2,,
St Pauli,Wolfsburg,1,1,3.2,3.4,2.2,,
Stuttgart,FC Koln,0,1,1.53,4,6,,
Mainz,Nurnberg,3,0,1.85,3.4,4.33,,
Bayern Munich,Ein Frankfurt,4,1,1.36,4.75,8,,
Dortmund,M'gladbach,4,1,1.29,5.5,9.5,,
Hamburg,Stuttgart,4,2,2.1,3.3,3.5,,
Hannover,Freiburg,3,0,2.25,3.2,3.25,,
Hoffenheim,Leverkusen,2,2,2.55,3.3,2.7,,
Kaiserslautern,Schalke 04,5,0,3.25,3.3,2.2,,
FC Koln,Wolfsburg,1,1,2.8,3.3,2.45,,
Werder Bremen,St Pauli,3,0,1.75,3.75,4.5,,
St Pauli,Kaiserslautern,1,0,2.4,3.4,2.8,,
Ein Frankfurt,Mainz,2,1,2.2,3.2,3.4,,
Freiburg,Hamburg,1,0,3,3.4,2.3,,
M'gladbach,Hannover,1,2,2.25,3.4,3.1,,
Schalke 04,Bayern Munich,2,0,3.4,3.4,2.1,,
Stuttgart,Hoffenheim,1,1,2.2,3.5,3.1,,
Wolfsburg,Werder Bremen,0,0,2,3.6,3.5,,
Leverkusen,FC Koln,3,2,1.4,4.5,8,,
Nurnberg,Dortmund,0,2,4.5,3.75,1.73,,
Hannover,Stuttgart,2,1,2.4,3.4,2.8,,
Bayern Munich,St Pauli,3,0,1.2,6.5,13,,
Dortmund,Werder Bremen,2,0,1.57,4.2,5.25,,
FC Koln,Ein Frankfurt,1,0,2.38,3.4,2.88,,
Hamburg,Leverkusen,2,4,2.5,3.3,2.75,,
Hoffenheim,Nurnberg,1,1,1.62,3.8,5.5,,
Kaiserslautern,Wolfsburg,0,0,2.5,3.3,2.75,,
Freiburg,M'gladbach,3,0,1.91,3.6,3.8,,
Mainz,Schalke 04,0,1,2.5,3.3,2.75,,
M'gladbach,Hamburg,1,2,3.25,3.5,2.1,,
Ein Frankfurt,Dortmund,1,0,4.5,3.75,1.75,,
Nurnberg,Hannover,3,1,2.1,3.4,3.4,,
Schalke 04,FC Koln,3,0,1.44,4.2,7.5,,
St Pauli,Mainz,2,4,2.6,3.2,2.75,,
Werder Bremen,Kaiserslautern,1,2,1.62,4,5,,
Wolfsburg,Hoffenheim,2,2,2.1,3.5,3.3,,
Leverkusen,Freiburg,2,2,1.44,4.33,7,,
Stuttgart,Bayern Munich,3,5,4,3.6,1.85,,
Leverkusen,Dortmund,1,3,2.38,3.4,2.88,,
Nurnberg,M'gladbach,0,1,2,3.5,3.6,,
Schalke 04,Hamburg,0,1,2.1,3.4,3.4,,
St Pauli,Freiburg,2,2,2.3,3.3,3.1,,
Stuttgart,Mainz,1,0,1.95,3.4,3.8,,
Werder Bremen,Hoffenheim,2,1,2,3.5,3.6,,
Wolfsburg,Bayern Munich,1,1,5,3.6,1.7,,
Ein Frankfurt,Hannover,0,3,2,3.4,3.75,,
Kaiserslautern,FC Koln,1,1,1.91,3.5,4.2,,
Hamburg,Ein Frankfurt,1,0,1.53,4,6,,
Bayern Munich,Kaiserslautern,5,1,1.22,6,12,,
Dortmund,Stuttgart,1,1,1.5,4.33,6.5,,
FC Koln,Werder Bremen,3,0,2.9,3.3,2.38,,
Freiburg,Nurnberg,1,1,2.38,3.2,3,,
Hannover,Schalke 04,0,1,2.9,3.3,2.38,,
Mainz,Wolfsburg,0,1,2.3,3.25,3.1,,
Hoffenheim,St Pauli,2,2,1.6,3.75,5.75,,
M'gladbach,Leverkusen,1,3,4.2,3.75,1.8,,
Leverkusen,Hannover,2,0,1.53,4,6,,
Kaiserslautern,Mainz,0,1,2.2,3.3,3.25,,
Nurnberg,Hamburg,2,0,3.3,3.5,2.1,,
Schalke 04,Hoffenheim,0,1,1.73,3.5,5,,
St Pauli,FC Koln,3,0,2.3,3.3,3.1,,
Werder Bremen,Bayern Munich,1,3,4.75,4,1.67,,
Wolfsburg,Dortmund,0,3,4,3.75,1.83,,
Ein Frankfurt,M'gladbach,0,1,2,3.5,3.6,,
Stuttgart,Freiburg,0,1,1.53,3.8,6.5,,
Dortmund,Schalke 04,0,0,1.62,3.8,5.5,,
FC Koln,Bayern Munich,3,2,7,4.33,1.44,,
Hannover,Wolfsburg,1,0,2.5,3.3,2.75,,
Hoffenheim,Kaiserslautern,3,2,1.8,3.6,4.33,,
Mainz,Werder Bremen,1,1,2.4,3.4,2.8,,
M'gladbach,Stuttgart,2,3,2.88,3.3,2.4,,
Nurnberg,Leverkusen,1,0,3.4,3.4,2.1,,
Freiburg,Ein Frankfurt,0,0,2.1,3.4,3.4,,
Bayern Munich,Hoffenheim,4,0,1.33,5,9,,
Ein Frankfurt,Leverkusen,0,3,3.75,3.4,2,,
Kaiserslautern,Dortmund,1,1,5.5,3.8,1.62,,
Schalke 04,Freiburg,1,0,1.67,3.75,5,,
St Pauli,M'gladbach,3,1,2,3.5,3.6,,
Stuttgart,Nurnberg,1,4,1.73,3.6,4.75,,
Wolfsburg,Hamburg,0,1,2.5,3.3,2.75,,
FC Koln,Mainz,4,2,2.4,3.3,2.9,,
Werder Bremen,Hannover,1,1,1.73,3.75,4.5,,
Hamburg,St Pauli,0,1,1.62,3.75,5.5,,
Nurnberg,Ein Frankfurt,3,0,1.91,3.6,3.8,,
Dortmund,St Pauli,2,0,1.25,5.5,12,,
Freiburg,Wolfsburg,2,1,2.5,3.3,2.75,,
Hamburg,Werder Bremen,4,0,1.91,3.6,3.75,,
Hannover,Kaiserslautern,3,0,2,3.5,3.6,,
Hoffenheim,FC Koln,1,1,1.75,3.7,4.5,,
Mainz,Bayern Munich,1,3,5,4,1.62,,
Leverkusen,Stuttgart,4,2,1.62,4,5,,
M'gladbach,Schalke 04,2,1,3.4,3.4,2.1,,
Wolfsburg,M'gladbach,2,1,1.8,3.75,4.2,,
Bayern Munich,Dortmund,1,3,1.73,3.6,4.75,,
FC Koln,Freiburg,1,0,2.25,3.25,3.2,,
Hoffenheim,Mainz,1,2,2,3.4,3.75,,
Kaiserslautern,Hamburg,1,1,3.1,3.4,2.25,,
Schalke 04,Nurnberg,1,1,1.83,3.5,4.33,,
St Pauli,Hannover,0,1,2.3,3.5,2.88,,
Ein Frankfurt,Stuttgart,0,2,2.5,3.3,2.75,,
Werder Bremen,Leverkusen,2,2,3.1,3.4,2.25,,
Dortmund,FC Koln,1,0,1.33,5,9,,
Ein Frankfurt,Kaiserslautern,0,0,2.3,3.4,3,,
Hannover,Bayern Munich,3,1,5,3.75,1.67,,
Leverkusen,Wolfsburg,3,0,1.57,4,5.5,,
M'gladbach,Hoffenheim,2,0,2.6,3.4,2.6,,
Nurnberg,St Pauli,5,0,1.83,3.5,4.33,,
Stuttgart,Schalke 04,1,0,2.1,3.4,3.4,,
Freiburg,Werder Bremen,1,3,2.38,3.4,2.88,,
Hamburg,Mainz,2,4,1.91,3.4,4,,
FC Koln,Hannover,4,0,2.4,3.3,2.9,,
Bayern Munich,Hamburg,6,0,1.53,4,6,,
Hoffenheim,Dortmund,1,0,4.75,3.6,1.73,,
Kaiserslautern,Freiburg,2,1,2.15,3.3,3.4,,
Schalke 04,Ein Frankfurt,2,1,1.67,3.5,5.5,,
Werder Bremen,M'gladbach,1,1,1.67,3.75,5,,
Wolfsburg,Nurnberg,1,2,2.2,3.4,3.2,,
Mainz,Leverkusen,0,1,3.25,3.3,2.2,,
St Pauli,Stuttgart,1,2,3.2,3.4,2.2,,
M'gladbach,Kaiserslautern,0,1,2.25,3.4,3.1,,
Dortmund,Mainz,1,1,1.4,4.33,8.5,,
Ein Frankfurt,St Pauli,2,1,2,3.4,3.7,,
Freiburg,Bayern Munich,1,2,6.5,4.1,1.5,,
Hamburg,FC Koln,6,2,1.7,3.6,4.75,,
Hannover,Hoffenheim,2,0,2.25,3.4,3.1,,
Nurnberg,Werder Bremen,1,3,2.2,3.4,3.2,,
Leverkusen,Schalke 04,2,0,1.75,3.6,4.5,,
Stuttgart,Wolfsburg,1,1,1.95,3.5,3.75,,
St Pauli,Schalke 04,0,2,3.4,3.25,2.15,,
Bayern Munich,M'gladbach,1,0,1.17,7,15,,
Dortmund,Hannover,4,1,1.4,4.5,8,,
Hoffenheim,Hamburg,0,0,2.5,3.3,2.75,,
Kaiserslautern,Leverkusen,0,1,3.6,3.5,2,,
Mainz,Freiburg,1,1,1.85,3.6,4,,
Werder Bremen,Stuttgart,1,1,2.2,3.4,3.2,,
FC Koln,Nurnberg,1,0,2.38,3.3,2.9,,
Wolfsburg,Ein Frankfurt,1,1,1.8,3.5,4.5,,
Ein Frankfurt,Werder Bremen,1,1,2.8,3.4,2.4,,
Freiburg,Hoffenheim,3,2,2.6,3.25,2.7,,
Hamburg,Dortmund,1,1,3.1,3.5,2.2,,
Hannover,Mainz,2,0,2.2,3.3,3.25,,
Nurnberg,Bayern Munich,1,1,5.25,4,1.6,,
Schalke 04,Wolfsburg,1,0,2.2,3.4,3.2,,
Stuttgart,Kaiserslautern,2,4,1.73,3.75,4.5,,
Leverkusen,St Pauli,2,1,1.2,6,15,,
M'gladbach,FC Koln,5,1,2.25,3.4,3.1,,
Mainz,M'gladbach,1,0,1.91,3.6,3.75,,
FC Koln,Stuttgart,1,3,2.5,3.4,2.7,,
Hamburg,Hannover,0,0,1.91,3.6,3.75,,
Hoffenheim,Ein Frankfurt,1,0,2,3.5,3.6,,
Kaiserslautern,Nurnberg,0,2,2.25,3.4,3.1,,
Werder Bremen,Schalke 04,1,1,2.1,3.4,3.4,,
Wolfsburg,St Pauli,2,2,1.5,4.2,6.5,,
Bayern Munich,Leverkusen,5,1,1.83,3.75,4,,
Dortmund,Freiburg,3,0,1.29,5.5,9.5,,
Freiburg,Hannover,1,3,2.5,3.3,2.8,,
Ein Frankfurt,Bayern Munich,1,1,5.5,4.33,1.53,,
Leverkusen,Hoffenheim,2,1,1.53,4,6,,
M'gladbach,Dortmund,1,0,5.25,4.2,1.57,,
Schalke 04,Kaiserslautern,0,1,2,3.4,3.75,,
St Pauli,Werder Bremen,1,3,3.25,3.5,2.1,,
Stuttgart,Hamburg,3,0,2.1,3.4,3.4,,
Nurnberg,Mainz,0,0,2.1,3.4,3.4,,
Wolfsburg,FC Koln,4,1,1.67,4,4.75,,
Kaiserslautern,St Pauli,2,0,1.8,3.6,4.33,,
Werder Bremen,Wolfsburg,0,1,2.1,3.6,3.2,,
Bayern Munich,Schalke 04,4,1,1.29,5.5,9.5,,
Dortmund,Nurnberg,2,0,1.4,4.5,7.5,,
FC Koln,Leverkusen,2,0,3.8,3.6,1.91,,
Hamburg,Freiburg,0,2,1.62,4,5,,
Hannover,M'gladbach,0,1,1.8,3.6,4.33,,
Hoffenheim,Stuttgart,1,2,2.8,3.4,2.38,,
Mainz,Ein Frankfurt,3,0,2,3.4,3.75,,
Ein Frankfurt,FC Koln,0,2,2,3.4,3.75,,
Leverkusen,Hamburg,1,1,1.44,4.33,7,,
M'gladbach,Freiburg,2,0,1.57,4,5.5,,
Nurnberg,Hoffenheim,1,2,1.8,3.6,4.33,,
Schalke 04,Mainz,1,3,2.38,3.25,3,,
St Pauli,Bayern Munich,1,8,11,6.5,1.22,,
Stuttgart,Hannover,2,1,2.1,3.4,3.4,,
Werder Bremen,Dortmund,2,0,2,3.6,3.5,,
Wolfsburg,Kaiserslautern,1,2,1.44,4.33,7,,
Bayern Munich,Stuttgart,2,1,1.29,5.5,10,,
Dortmund,Ein Frankfurt,3,1,1.57,4.33,5,,
FC Koln,Schalke 04,2,1,2.25,3.4,3.1,,
Freiburg,Leverkusen,0,1,4.33,3.6,1.8,,
Hamburg,M'gladbach,1,1,2.88,3.5,2.3,,
Hannover,Nurnberg,3,1,2.05,3.5,3.4,,
Hoffenheim,Wolfsburg,1,3,3.5,3.6,2,,
Kaiserslautern,Werder Bremen,3,2,2.3,3.5,2.88,,
Mainz,St Pauli,2,1,1.36,5,7.5,,
Hercules,Ath Bilbao,0,1,2.5,3.25,2.8,,
Levante,Sevilla,1,4,3.6,3.5,2,,
Malaga,Valencia,1,3,2.88,3.3,2.4,,
Espanol,Getafe,3,1,2.1,3.3,3.5,,
La Coruna,Zaragoza,0,0,2.1,3.3,3.5,,
Mallorca,Real Madrid,0,0,8,4.75,1.36,,
Osasuna,Almeria,0,0,2,3.4,3.75,,
Santander,Barcelona,0,3,15,6,1.2,,
Sociedad,Villarreal,1,0,3,3.25,2.38,,
Ath Madrid,Sp Gijon,4,0,1.53,4,6,,
Ath Bilbao,Ath Madrid,1,2,3,3.25,2.38,,
Barcelona,Hercules,0,2,1.06,11,34,,
Real Madrid,Osasuna,1,0,1.17,6.5,17,,
Valencia,Santander,1,0,1.44,4.33,7,,
Getafe,Levante,4,1,1.57,3.8,6,,
Sevilla,La Coruna,0,0,1.5,4,7,,
Sp Gijon,Mallorca,2,0,2.4,3.3,2.9,,
Villarreal,Espanol,4,0,1.8,3.5,4.5,,
Zaragoza,Malaga,3,5,1.91,3.4,4,,
Almeria,Sociedad,2,2,2.2,3.25,3.3,,
Espanol,Almeria,1,0,2,3.3,3.75,,
Mallorca,Osasuna,2,0,1.91,3.4,4,,
Sociedad,Real Madrid,1,2,8.5,4.6,1.36,,
Sp Gijon,Ath Bilbao,2,2,2.4,3.25,2.9,,
Ath Madrid,Barcelona,1,2,5,3.75,1.67,,
Hercules,Valencia,1,2,3.5,3.2,2.15,,
Levante,Villarreal,1,2,3.75,3.3,2,,
Malaga,Sevilla,1,2,3.25,3.25,2.2,,
Santander,Zaragoza,2,0,2.25,3.2,3.25,,
La Coruna,Getafe,2,2,2.25,3.2,3.25,,
Ath Bilbao,Mallorca,3,0,1.91,3.4,4,,
Osasuna,Sociedad,3,1,2.1,3.25,3.6,,
Real Madrid,Espanol,3,0,1.17,7,15,,
Almeria,Levante,0,1,1.75,3.5,4.75,,
Barcelona,Sp Gijon,1,0,1.14,7,21,,
Valencia,Ath Madrid,1,1,2.1,3.25,3.5,,
Zaragoza,Hercules,0,0,1.95,3.3,4,,
Getafe,Malaga,0,2,1.8,3.4,4.75,,
Sevilla,Santander,1,1,1.5,4,7,,
Villarreal,La Coruna,1,0,1.67,3.75,5,,
Ath Bilbao,Barcelona,1,3,6,3.8,1.57,,
Levante,Real Madrid,0,0,12,5.5,1.25,,
Sp Gijon,Valencia,0,2,3.25,3.3,2.2,,
Ath Madrid,Zaragoza,1,0,1.53,4,6,,
Espanol,Osasuna,1,0,2.2,3.3,3.25,,
Hercules,Sevilla,2,0,3.5,3.3,2.1,,
La Coruna,Almeria,0,2,2.1,3.3,3.5,,
Mallorca,Sociedad,2,0,2.05,3.3,3.6,,
Santander,Getafe,0,1,2.4,3.3,2.9,,
Malaga,Villarreal,2,3,3,3.25,2.38,,
Sociedad,Espanol,1,0,2.2,3.25,3.25,,
Valencia,Ath Bilbao,2,1,1.73,3.4,5.25,,
Zaragoza,Sp Gijon,2,2,2.05,3.3,3.6,,
Almeria,Malaga,1,1,2.2,3.25,3.25,,
Barcelona,Mallorca,1,1,1.17,7,15,,
Getafe,Hercules,3,0,2.05,3.3,3.6,,
Osasuna,Levante,1,1,1.73,3.5,5,,
Real Madrid,La Coruna,6,1,1.17,7,15,,
Sevilla,Ath Madrid,3,1,2.1,3.3,3.5,,
Villarreal,Santander,2,0,1.73,3.5,5,,
Ath Madrid,Getafe,2,0,1.8,3.5,4.5,,
Barcelona,Valencia,2,1,1.4,4.5,7.5,,
Malaga,Real Madrid,1,4,8,4.5,1.4,,
Ath Bilbao,Zaragoza,2,1,1.8,3.5,4.5,,
La Coruna,Osasuna,0,0,2.3,3.2,3.2,,
Levante,Sociedad,2,1,2.4,3.2,3,,
Mallorca,Espanol,0,1,1.91,3.4,4,,
Santander,Almeria,1,0,2.1,3.3,3.5,,
Sp Gijon,Sevilla,2,0,3.4,3.4,2.1,,
Hercules,Villarreal,2,2,2.8,3.25,2.5,,
Real Madrid,Santander,6,1,1.14,7,21,,
Valencia,Mallorca,1,2,1.57,3.75,6,,
Zaragoza,Barcelona,0,2,11,5.75,1.25,,
Almeria,Hercules,1,1,2.2,3.25,3.25,,
Espanol,Levante,2,1,1.75,3.4,5,,
Getafe,Sp Gijon,3,0,1.73,3.5,5,,
Osasuna,Malaga,3,0,2.1,3.25,3.5,,
Sevilla,Ath Bilbao,4,3,1.7,3.6,5,,
Villarreal,Ath Madrid,2,0,2.3,3.25,3.1,,
Sociedad,La Coruna,3,0,2.1,3.25,3.5,,
Barcelona,Sevilla,5,0,1.29,5,11,,
Hercules,Real Madrid,1,3,10,5,1.3,,
Valencia,Zaragoza,1,1,1.4,4.33,7.5,,
Ath Bilbao,Getafe,3,0,2,3.5,3.6,,
Ath Madrid,Almeria,1,1,1.5,4.33,6,,
La Coruna,Espanol,3,0,2.63,3.3,2.63,,
Malaga,Sociedad,1,2,2.1,3.25,3.6,,
Santander,Osasuna,4,1,2.5,3.3,2.75,,
Sp Gijon,Villarreal,1,1,3.5,3.3,2.1,,
Mallorca,Levante,2,1,1.62,3.8,5.5,,
Espanol,Malaga,1,0,1.91,3.4,4,,
Sociedad,Santander,1,0,2.1,3.25,3.6,,
Almeria,Sp Gijon,1,1,2.1,3.3,3.5,,
Getafe,Barcelona,1,3,8.5,5,1.33,,
Levante,La Coruna,1,2,2.3,3.2,3.2,,
Osasuna,Hercules,3,0,2,3.3,3.8,,
Real Madrid,Ath Madrid,2,0,1.29,5.5,9.5,,
Villarreal,Ath Bilbao,4,1,1.8,3.6,4.33,,
Zaragoza,Mallorca,3,2,2.4,3.2,3,,
Sevilla,Valencia,2,0,2.2,3.4,3.2,,
Ath Bilbao,Almeria,1,0,1.67,3.75,5,,
Ath Madrid,Osasuna,3,0,1.62,3.75,5.5,,
Barcelona,Villarreal,3,1,1.2,6.25,13,,
Hercules,Sociedad,2,1,2.1,3.3,3.5,,
Malaga,Levante,1,0,1.95,3.5,3.8,,
Mallorca,La Coruna,0,0,1.8,3.5,4.5,,
Santander,Espanol,0,0,2.38,3,3.2,,
Sp Gijon,Real Madrid,0,1,12,5.5,1.25,,
Valencia,Getafe,2,0,1.62,3.75,5.5,,
Zaragoza,Sevilla,1,2,3,3.25,2.38,,
Almeria,Barcelona,0,8,12,5.5,1.25,,
Real Madrid,Ath Bilbao,5,1,1.17,7,15,,
Villarreal,Valencia,1,1,2,3.5,3.6,,
Espanol,Hercules,3,0,1.91,3.3,4.2,,
La Coruna,Malaga,3,0,2.25,3.25,3.2,,
Levante,Santander,3,1,2.38,3.25,3,,
Osasuna,Sp Gijon,1,0,1.83,3.4,4.5,,
Sevilla,Mallorca,1,2,1.67,3.75,5,,
Sociedad,Ath Madrid,2,4,2.75,3.3,2.5,,
Getafe,Zaragoza,1,1,1.8,3.5,4.5,,
Ath Madrid,Espanol,2,3,1.62,3.6,6,,
Sevilla,Getafe,1,3,1.67,3.75,5,,
Zaragoza,Villarreal,0,3,3.25,3.25,2.2,,
Ath Bilbao,Osasuna,1,0,1.73,3.6,4.75,,
Hercules,Levante,3,1,1.83,3.5,4.33,,
Mallorca,Malaga,2,0,1.73,3.75,4.5,,
Santander,La Coruna,1,0,2.2,3.2,3.4,,
Sp Gijon,Sociedad,1,3,2.1,3.25,3.6,,
Valencia,Almeria,2,1,1.33,5,9,,
Barcelona,Real Madrid,5,0,2.1,3.3,3.5,,
Levante,Ath Madrid,2,0,4.2,3.5,1.83,,
Osasuna,Barcelona,0,3,15,6,1.2,,
Real Madrid,Valencia,2,0,1.4,4.5,7.5,,
Almeria,Zaragoza,1,1,2.2,3.2,3.4,,
Espanol,Sp Gijon,1,0,1.62,3.75,5.5,,
Getafe,Mallorca,3,0,2,3.4,3.75,,
Malaga,Santander,4,1,2,3.4,3.75,,
Sociedad,Ath Bilbao,2,0,2.3,3.3,3.1,,
Villarreal,Sevilla,1,0,1.83,3.5,4.2,,
La Coruna,Hercules,1,0,2.2,3.2,3.4,,
Ath Madrid,La Coruna,2,0,1.44,4.2,7,,
Getafe,Villarreal,1,0,2.5,3.3,2.75,,
Sevilla,Almeria,1,3,1.4,4.5,7.5,,
Ath Bilbao,Espanol,2,1,1.95,3.4,3.9,,
Barcelona,Sociedad,5,0,1.1,8.5,26,,
Hercules,Malaga,4,1,2.1,3.4,3.4,,
Mallorca,Santander,0,1,1.73,3.5,5,,
Sp Gijon,Levante,1,1,1.91,3.5,3.9,,
Zaragoza,Real Madrid,1,3,12,5.5,1.25,,
Valencia,Osasuna,3,3,1.4,4.5,7.5,,
Espanol,Barcelona,1,5,12,5.5,1.25,,
La Coruna,Sp Gijon,1,1,2.05,3.25,3.75,,
Levante,Ath Bilbao,1,2,2.8,3.25,2.5,,
Sociedad,Valencia,1,2,3.1,3.25,2.3,,
Villarreal,Mallorca,3,1,1.53,3.8,6.5,,
Almeria,Getafe,2,3,2.5,3.2,2.8,,
Malaga,Ath Madrid,0,3,3.25,3.5,2.1,,
Osasuna,Zaragoza,0,0,2,3.4,3.75,,
Real Madrid,Sevilla,1,0,1.2,6.5,13,,
Santander,Hercules,0,0,1.91,3.4,4,,
Ath Bilbao,La Coruna,1,2,1.67,3.5,5.5,,
Barcelona,Levante,2,1,1.06,11,29,,
Sevilla,Osasuna,1,0,1.62,3.75,5.5,,
Sp Gijon,Malaga,1,2,2.2,3.3,3.25,,
Valencia,Espanol,2,1,1.62,3.75,5.5,,
Ath Madrid,Santander,0,0,1.44,4.33,7,,
Getafe,Real Madrid,2,3,10,5.25,1.29,,
Mallorca,Hercules,3,0,1.83,3.4,4.5,,
Villarreal,Almeria,2,0,1.44,4.33,7,,
Zaragoza,Sociedad,2,1,2.2,3.4,3.2,,
La Coruna,Barcelona,0,4,13,6.5,1.2,,
Malaga,Ath Bilbao,1,1,2.25,3.4,3.1,,
Sociedad,Sevilla,2,3,2.8,3.25,2.5,,
Espanol,Zaragoza,4,0,1.73,3.6,4.75,,
Levante,Valencia,0,1,4.33,3.4,1.85,,
Mallorca,Almeria,4,1,1.73,3.4,4.5,,
Osasuna,Getafe,0,0,2.25,3.25,3.2,,
Real Madrid,Villarreal,4,2,1.29,5.5,10,,
Santander,Sp Gijon,1,1,1.91,3.4,4,,
Hercules,Ath Madrid,4,1,2.9,3.25,2.4,,
Ath Bilbao,Santander,2,1,1.67,3.6,5.25,,
Getafe,Sociedad,0,4,1.8,3.25,5,,
Sevilla,Espanol,1,2,1.73,3.5,5,,
Sp Gijon,Hercules,2,0,2.2,3.3,3.25,,
Villarreal,Osasuna,4,2,1.53,3.8,6.5,,
Zaragoza,Levante,1,0,1.91,3.4,4,,
Almeria,Real Madrid,1,1,10,6,1.25,,
Barcelona,Malaga,4,1,1.08,10,23,,
Valencia,La Coruna,2,0,1.44,4.2,7.5,,
Ath Madrid,Mallorca,3,0,1.83,3.5,4.33,,
Barcelona,Santander,3,0,1.07,11,23,,
Sevilla,Levante,4,1,1.4,4.5,7.5,,
Valencia,Malaga,4,3,1.44,4.33,7,,
Almeria,Osasuna,3,2,2.2,3.2,3.4,,
Getafe,Espanol,1,3,2.1,3.3,3.5,,
Real Madrid,Mallorca,1,0,1.17,7,15,,
Sp Gijon,Ath Madrid,1,0,2.9,3.3,2.38,,
Villarreal,Sociedad,2,1,1.5,4.1,6.5,,
Zaragoza,La Coruna,1,0,2,3.4,3.75,,
Ath Bilbao,Hercules,3,0,1.73,3.6,4.75,,
Hercules,Barcelona,0,3,15,7,1.17,,
La Coruna,Sevilla,3,3,3.5,3.3,2.1,,
Levante,Getafe,2,0,2.8,3.25,2.5,,
Malaga,Zaragoza,1,2,1.83,3.5,4.33,,
Mallorca,Sp Gijon,0,4,1.8,3.25,5,,
Sociedad,Almeria,2,0,2,3.4,3.75,,
Ath Madrid,Ath Bilbao,0,2,1.83,3.5,4.33,,
Espanol,Villarreal,0,1,2.5,3.25,2.8,,
Osasuna,Real Madrid,1,0,9,5,1.33,,
Santander,Valencia,1,1,3.5,3.3,2.1,,
Almeria,Espanol,3,2,2.5,3.3,2.75,,
Ath Bilbao,Sp Gijon,3,0,1.67,3.5,5.5,,
Barcelona,Ath Madrid,3,0,1.14,7.5,17,,
Getafe,La Coruna,4,1,1.83,3.5,4.33,,
Osasuna,Mallorca,1,1,2.1,3.3,3.5,,
Villarreal,Levante,0,1,1.25,5.25,13,,
Zaragoza,Santander,1,1,2,3.3,3.75,,
Real Madrid,Sociedad,4,1,1.17,6.5,19,,
Sevilla,Malaga,0,0,1.53,4,6,,
Valencia,Hercules,2,0,1.44,4.2,7.5,,
Ath Madrid,Valencia,1,2,2.1,3.4,3.4,,
Santander,Sevilla,3,2,3,3.4,2.3,,
Sp Gijon,Barcelona,1,1,15,8,1.14,,
Espanol,Real Madrid,0,1,7,4.33,1.44,,
Hercules,Zaragoza,2,1,2,3.4,3.75,,
La Coruna,Villarreal,1,0,3.5,3.3,2.1,,
Levante,Almeria,1,0,2.3,3.3,3.1,,
Malaga,Getafe,2,2,2.1,3.4,3.4,,
Sociedad,Osasuna,1,0,2.1,3.25,3.6,,
Mallorca,Ath Bilbao,1,0,2.1,3.4,3.4,,
Real Madrid,Levante,2,0,1.14,7.5,17,,
Valencia,Sp Gijon,0,0,1.44,4.33,7,,
Zaragoza,Ath Madrid,0,1,2.88,3.3,2.4,,
Almeria,La Coruna,1,1,2.05,3.3,3.6,,
Barcelona,Ath Bilbao,2,1,1.13,7.5,21,,
Getafe,Santander,0,1,1.8,3.5,4.5,,
Osasuna,Espanol,4,0,2.2,3.3,3.25,,
Sevilla,Hercules,1,0,1.57,3.8,6,,
Villarreal,Malaga,1,1,1.5,4.1,6.5,,
Sociedad,Mallorca,1,0,2.05,3.3,3.6,,
Ath Madrid,Sevilla,2,2,2.1,3.4,3.4,,
Espanol,Sociedad,4,1,1.95,3.3,4,,
La Coruna,Real Madrid,0,0,7.5,4.5,1.4,,
Mallorca,Barcelona,0,3,8.5,5,1.33,,
Sp Gijon,Zaragoza,0,0,1.91,3.4,4,,
Ath Bilbao,Valencia,1,2,2.3,3.3,3.1,,
Hercules,Getafe,0,0,2.3,3.3,3.1,,
Levante,Osasuna,2,1,2.4,3.2,3,,
Santander,Villarreal,2,2,2.8,3.25,2.5,,
Malaga,Almeria,3,1,1.85,3.4,4.33,,
Espanol,Mallorca,1,2,2.1,3.3,3.5,,
Sevilla,Sp Gijon,3,0,1.57,4,5.5,,
Getafe,Ath Madrid,1,1,2.7,3.25,2.6,,
Osasuna,La Coruna,0,0,1.95,3.3,4,,
Sociedad,Levante,1,1,1.91,3.4,4,,
Valencia,Barcelona,0,1,5.5,4,1.57,,
Villarreal,Hercules,1,0,1.5,4,7,,
Zaragoza,Ath Bilbao,2,1,2.6,3.25,2.7,,
Almeria,Santander,1,1,2.38,3.25,3,,
Real Madrid,Malaga,7,0,1.14,7.5,17,,
Ath Madrid,Villarreal,3,1,2.1,3.4,3.4,,
Barcelona,Zaragoza,1,0,1.1,9,21,,
Mallorca,Valencia,1,2,2.7,3.2,2.6,,
Ath Bilbao,Sevilla,2,0,2.4,3.3,2.9,,
Hercules,Almeria,1,2,2,3.4,3.75,,
